sentence1,sentence2,label
"báo_cáo hồi 2 2014 tổ_chức việt_nam quốc_gia ưu_tiên nhật , đối_thủ cạnh_tranh thu_hút vốn đầu_tư indonesia , thái lan philippines","báo_cáo hồi 2 2014 tổ_chức việt_nam quốc_gia ưu_tiên nhật , đối_thủ cạnh_tranh thu_hút vốn đầu_tư indonesia , thái lan philippines",1
cầu_thủ bóng_chày cầm gậy đỡ bóng,vận_động_viên bóng_chày thi_đấu sân,1
cụ 11 6,cụ sinh 11 4 sống,1
phụ_nữ tennis sân,phụ_nữ vung vợt tennis đánh bóng,1
", lễ tổng_kết năm_học 2013 2014 , lãnh_đạo tỉnh miền núi thi ngoại_ngữ học_sinh_địa_phương học",", lễ tổng_kết năm_học 2013 2014 , ý_kiến phản_ánh thi bắt thi ngoại_ngữ , lãnh_đạo tỉnh miền núi học_sinh_địa_phương học",1
"nguyên_nhân nhà_nước chính_sách nhà_nước bảo_vệ ( bảo_hộ ) nông_dân , gay_gắt sức chống tác_hại thị_trường nông_dân ( chính_sách mua thóc tạm_trữ , chính_sách đất trồng lúa , chính_sách cánh đồng )","nhà_nước cơ_chế xây_dựng quan_hệ sản_xuất nông_nghiệp , chính_sách hợp_tác_xã , hội nông_dân giúp tổ_chức hoạt_động vai_trò cung_ứng vật_tư nông_nghiệp thiết_yếu , đào_tạo , dạy nghề , cung_cấp thông_tin , kinh_phí , sinh_hoạt , buôn_bán xuất_khẩu nông_sản , bảo_vệ lợi_ích nông_dân",0
đàn_ông mặc đồ trắng bóng_chày sân,đàn_ông mặc đồ trắng cầm gậy bóng_chày sân,1
"thiếu_hụt vitamin a mắt , thoái_hóa vàng","mắt , thoái_hóa vàng tuổi_tác , thiếu_hụt vitamin a",1
chữ_tín,chữ tín hàng_đầu,1
"thủ_tướng nguyễn dũng hoan_nghênh chuyến thăm chính_thức việt_nam bộ_trưởng ngoại_giao nhật kết_quả hội_đàm hai bộ_trưởng ngoại_giao kết_quả phiên họp 6 ủy ban hợp_tác việt nam nhật phó thủ_tướng , bộ_trưởng ngoại_giao phạm bình_minh bộ_trưởng fumio kishida đồng chủ_trì",", hãng kyodo chính_phủ nhật 22 5 , dự_kiến chuyến thăm việt_nam ngoại_trưởng kishida , phó thủ_tướng , bộ_trưởng ngoại_giao phạm bình_minh nhất_trí đẩy tham_vấn nhật cung_cấp tàu tuần_tra việt_nam",0
câu đứa gái bé_bỏng dạy,câu chẳng_thể ngờ đứa dứt ruột đẻ dạy mẹ,1
"gia_đình ngày_nay giao_thoa hai vai_trò , vợ ghé_vai lo chồng ,","tổ_ấm gia_đình hai xây_dựng , tự_nguyện giúp nàng than_vãn chồng",0
hai phụ_nữ đánh tennis đội sân,hai vận_động_viên tennis nữ đội thi_đấu sân,1
cầu_thủ bóng_chày đứng sân_nhà vung gậy đánh bóng,cầu_thủ bóng_chày nam cầm gậy đứng sân_nhà thi_đấu,1
vận_động_viên tennis nam vung vợt tennis đánh bóng,hai hình_ảnh đàn_ông tennis sân,1
vận_động_viên tennis nữ cầm vợt thi_đấu sân,phụ_nữ mặc áo đen cầm vợt tennis thi_đấu sân,1
tiền kế_hoạch làm_việc gắn tiền,"liệt_kê , lịch công_việc , sắp_xếp hẹn , khả_năng lãng_phí",0
văn_hóa ẩm_thực nhật phong_phú tinh_tế,nhật coi_trọng hình_thức chất_lượng món văn_hóa ẩm_thực đất_nước phong_phú tinh_tế,1
bé vung gậy đánh_quả bóng_chày,bé thi_đấu bóng_chày sân,1
trận thi_đấu bóng_đá nam diễn sân,đàn_ông bóng_đá sân,1
gia_đình tối,gia_đình tối,1
đàn_ông áo đen tennis sân,vận_động_viên tennis cầm vợt đánh_bóng tennis,1
vận_động_viên tennis cầm vợt đánh_bóng sân,vận_động_viên tennis nữ cầm vợt thi_đấu sân,1
phụ_nữ mặc áo đen tennis sân,phụ_nữ cầm vợt tennis đứng sân đánh_bóng,1
"danh_sách , thận_trọng rối trí công_việc lấp chỗ trống","chỉnh_sửa danh_sách sắp_xếp mục ưu_tiên hôm , hôm tiết_kiệm công_việc khẩn_cấp",0
cầu_thủ bóng_chày ném bóng,cầu_thủ bóng_chày đeo găng_tay thi_đấu sân trời nắng,1
cầu_thủ bắt bóng vươn bắt bóng,đàn_ông luyện_tập bóng_chày sân,1
"wikipedia dễ_dàng , văn_phong trang bách_khoa toàn thư trực_tuyến đôi ) vẻ tự_nhiên","wikipedia , văn_phong trang bách_khoa toàn thư trực_tuyến đôi_khi vẻ tự_nhiên",1
"nắm vững công_việc , danh_sách",công_việc gấp,0
dòng điện_thoại nokia so_sánh apple trải nghiệm danh_tiếng,"thời điện_thoại nokia dòng n , e trải nghiệm danh_tiếng apple",1
cầu_thủ bóng_đá thi_đấu sân,đàn_ông chạy cạnh bóng sân,1
phụ_nữ vung vợt đánh_quả bóng tennis,phụ_nữ xoay đánh_quả bóng tennis,1
đàn_ông cầm vợt tennis đỡ bóng,đàn_ông cầm vợt đánh tennis sân,1
20 nghề lê trung_thực cố_gắng đi khắp gõ_cửa cơ_quan việc_làm cháu,20 nghề việc_làm lê trung_thực chạy ngược chạy xuôi gõ_cửa cơ_quan việc_làm cháu,1
đàn_ông đánh hụt bóng tennis,đàn_ông giơ vợt tennis,1
cầu_thủ bóng_chày trẻ thi_đấu sân,thi_đấu bóng_chày sân trời nắng,1
khoa_học hàng_đầu nasa loạt kính thiên_văn cường_độ thay_thế kính thiên_văn cũ phép loài_người khám_phá sống trái_đất thập_kỉ,khoa_học hàng_đầu nasa kính thiên_văn cường_độ thay_thế kính thiên_văn cũ giúp loài_người khám_phá sống trái_đất chục,1
"thay , dự_án mục_tiêu , học giao hiệu_quả , dạy công_việc","tiên_đoán kế_hoạch quỹ trì_hoãn nho_nhỏ mức_độ phép , , phản_ứng",0
phát_ban màu_sắc da nguy_cơ mắc bệnh gai đen dấu_hiệu cảnh_báo bệnh ung_thư cơ_quan nội tạng dạ_dày gan,bệnh gai đen bệnh ung_thư cơ_quan nội tạng dạ_dày gan dấu_hiệu phát_ban màu_sắc da,1
nam vận_động_viên tennis xoay đánh_bóng,đàn_ông xoay đánh_quả bóng tennis,1
", vòng knock_out , messi im hơi lặng tiếng , ghi 1 bàn thắng , ngoại_trừ đường kiến_tạo giúp di_maria lập_công đánh_bại thụy_sĩ vòng 16 đội","messi khởi_đầu mơ world_cup 2014 ghi 4 bàn thắng 3 trận_đấu vòng bảng đối_thủ bosnia , iran nigeria",0
"mặc , cầm liềm đồng gặt lúa , gặt lúa hăng_hái tham_gia",trò_chơi đơn_giản hoài chán hầu_như trò,0
đứa trẻ cầm gậy bóng_chày sân,cầu_thủ bóng_chày trẻ vung gậy bóng_chày đánh_bóng,1
đàn_ông phát_bóng sân tennis,nam vận_động_viên tennis cầm vợt bóng sân,1
đàn_ông đứng sân găng_tay bóng,cầu_thủ ném bóng đứng sân ngoài_trời,1
cầu_thủ ném bóng ném bóng_chày,đàn_ông cầm bóng_chày găng_tay tay_trái,1
"quản_trị tỏ thái_độ hài_lòng phẩm_chất nhân_viên quyền , kỳ_vọng rõ_ràng trả_lời","quản_trị kỳ_vọng rõ_ràng , tỏ thái_độ hài_lòng phẩm_chất nhân_viên quyền",1
cầu_thủ đánh_bóng vung gậy đánh_bóng,bé bóng_chày sân,1
phụ_nữ cầm vợt tennis thi_đấu sân,phụ_nữ áo trắng tennis sân,1
cầu_thủ bóng_chày cầm gậy đứng dáng,poster quảng_cáo cầu_thủ bóng_chày,1
hai cầm vợt đứng sân tennis,hai đàn_ông tham_gia trận_đấu tennis,1
cầu_thủ đánh_bóng giơ gậy gôn,cầu_thủ bóng_chày trọng_tài quan_sát đường_bay bóng,1
"2012 , phát_động tỉnh tiến_hành thanh_tra đồ_chơi trẻ_em trách_nhiệm quản_lý","ghi_nhận , giá mặt_hàng đồ_chơi trung_thu năm_ngoái , 300 ngàn đồng , mua suất quà trẻ_em đón trung_thu",0
thị_thực tị_nạn snowden hạn 7,thị_thực tị_nạn snowden có_hạn chót 7,1
thí_sinh thi tối_thiểu bốn môn hai môn bắt_buộc hai môn,thí_sinh bắt_buộc thi 4 môn 2 môn bắt_buộc 2 môn,1
vận dộng viên tennis cầm vợt thi_đấu sân,đàn_ông đội nón đen cầm vợt tennis,1
đứa trẻ cầm gậy bóng_chày sẵn_sàng đánh_bóng,đứa trẻ cầm gậy bóng_chày đứng sân quan_sát,1
bé cầm vợt đứng sân tennis,bé áo tím cầm vợt đứng sân tennis,1
phụ_nữ cầm vợt giơ bóng tennis,nữ vận_động_viên tennis phát_bóng,1
diễn_đàn an_ninh khu_vực shangri la thủ_tướng nhật shinzo abe tuyên_bố ủng_hộ tối_đa đông nam việt_nam tranh_chấp chủ_quyền biển trung_quốc tự_do hàng_hải hàng_không khu_vực,diễn_đàn an_ninh khu_vực shangri la thủ_tướng nhật shinzo abe ủng_hộ đông nam việt_nam tranh_chấp chủ_quyền biển trung_quốc tự_do hàng_hải hàng_không khu_vực,1
phụ_nữ hai đứa trẻ bóng sân,hai đứa trẻ bóng phụ_nữ,1
cầu_thủ bóng_chày quỳ đất vung gậy đánh bóng,cầu_thủ bóng_chày cầm gậy đánh bóng trận,1
đàn_ông tennis ban_đêm sân màu xanh,tennis cố_gắng đánh bóng,1
cầu_thủ bóng_chày nữ vung gậy đánh_bóng sân,cầu_thủ bóng_chày nữ cầm gậy đứng chân sân đỡ bóng,1
đàn_ông cố_gắng banh gôn lỗ,đàn_ông vung gậy gôn bóng,1
", thị_trường việt nam cung_cấp 3 tổng_sản_lượng hạt cà_phê arabica , cà_phê đất_nước dồi_dào tuân_thủ quy_trình công_nghệ",", starbucks new world , cửa_hàng việt_nam hot",0
hai vận_động_viên tennis sân,đàn_ông đứng sân tennis,1
nữ vận_động_viên tennis đánh_bóng,phụ_nữ xoay đánh_quả bóng tennis,1
", kh cn 8 , 9 , tức_là thời_điểm_chuẩn_bị tết trung_thu , nhu_cầu mua_bán đồ_chơi trẻ_em thị_trường đợt cao_điểm tổ_chức thanh_tra","mặc_dù tết trung_thu , tuyến phố hàng lược , hàng_mã , lương văn can rầm_rộ bày đồ_chơi kiểu_dáng , mẫu_mã , màu_sắc bắt_mắt",0
thừa_kế di_sản phát con_nuôi duy_nhất ( giấy_tờ hợp_pháp ) thạch hà huệ lan học đức,con_nuôi duy_nhất ( giấy_tờ hợp_pháp ) thạch hà huệ lan học đức thừa_kế tài_sản,1
gái áo trắng cố ngăn_cản pha cuớp bóng gái áo vàng,nữ cầu_thủ áo trắng cố ngăn_cản pha cuớp bóng nữ cầu_thủ áo vàng,1
"tỉnh_táo , nhạy_bén diễn_biến , kịp_thời phát_hiện động_thái , dự_báo ý_đồ lấn_chiếm biển , đảo ta , đối_sách , tình_huống , nước_ngoài cớ , can_thiệp , xung_đột vũ_trang vùng_biển",", tình_hình biển diễn_biến căng_thẳng , phức_tạp , nước_ngoài hành_động leo_thang thực_địa âm_mưu độc_chiếm biển đông , uy_hiếp chủ_quyền , toàn_vẹn lãnh_thổ ta",0
"theo_dõi sức_khỏe định_kỳ phát_hiện điều_trị bệnh_lý viêm gan nguyên_nhân suy tim , tắc mật","xơ_gan bù mắc suy thận , tỉ_lệ tử_vong phát_hiện điều_trị",0
"giặc ngô bà_cô chồng , chẳng phụ_nữ nạn_nhân đao_phủ bi_kịch ghen_tuông , mẹ_ghẻ chồng , mẹ chồng nàng dâu , mang_tiếng chi_li thành nhỏ_mọn nắm trách_nhiệm quản_lý , quý_trọng tận_tụy người_ta mệt_mỏi so_đo bệnh công ?","đứa ngoan_ngoãn , sạch_sẽ , bữa cơm ngon , nhà_cửa sạch_sẽ , ân_cần chăm_sóc cha_mẹ chồng khéo_léo cư sử tế_nhị gia_đình chồng gia_đình gắn_bó chan hòa , tan biến lo_toan , vất_vả thành_viên làm_việc mệt_mỏi , căng_thẳng trở , cụ ta đàn_ông xây , đàn_bà xây tổ_ấm",0
vận_động_viên tennis nữ nhồi bóng sân,vận_động_viên tennis nữ cầm vợt giao_bóng,1
bé cầm bóng_chày găng_tay màu tím,bé cầm bóng_chày găng_tay màu tím,1
đàn_ông ngửa bóng tennis,nam vận_động_viên tennis ngửa bóng,1
đàn_ông sút bóng ngoài_trời,đàn_ông sút bóng sân,1
cầu_thủ bóng_đá luyện_tập sân,bé áo sọc theo_dõi cú sút bóng bé áo xanh,1
"11 đi liên_tục , sức_khỏe tuấn phẩn giảm_sút thời_tiết mưa_nắng thất_thường miền trung",", tuấn đi 30 40 cây_số tùy thời_tiết tạm nghỉ",0
phụ_nữ đánh_quả bóng tennis,phụ_nữ vợt đánh_quả bóng tennis,1
bé bóng_đá,cầu_thủ bóng_đá nhí tranh_chấp bóng sân,1
trân_trọng quý_trọng quản_lý giúp trở_nên giàu_có,"học quản_lý đồng_tiền , quản_lý , tiền",0
bé giơ vợt tennis dáng chụp hình,mèo đánh_quả bóng tennis vợt,1
tennis sân,sân lưới tennis giăng sẵn,1
cầu_thủ bóng_đá sút bóng sân,đàn_ông sút bóng sân,1
cầu_thủ bóng_chày trẻ vung vợt đỡ bóng,hình_ảnh trận bóng_chày diễn,1
thông_thường công_ty quản_lý_tài_sản dạng_tnhh diện công_bố thông_tin,thông_thường công_ty quản_lý_tài_sản dạng_tnhh đối_tượng công_bố thông_tin,1
trung_tâm đứng cơ_chế thị_trường ngành_nghề thu_nhập teo_tóp,cơ_chế thị_trường trung_tâm đứng ngành_nghề thu_nhập đi,1
cầu_thủ bóng_chày vung gậy đánh bóng trận_đấu,cầu_thủ bóng_chày cầm gậy thi_đấu sân,1
nam vận_động_viên tennis vung vợt đánh_bóng,đàn_ông vung vợt đánh_quả bóng tennis,1
hai đàn_ông cầm vợt tennis sân,hai vận_động_viên tennis nam cầm vợt đánh tennis sân,1
mong thông_cảm bất_tiện quảng_cáo game chi_trả chi_phí sản_xuất,mong cộng_đồng thông_cảm bất_tiện quảng_cáo game trang_trải chi_phí sản_xuất,1
2005 cựu tổng_bí_thư lê_khả phiêu thăm trung_tâm chứng_kiến việc_làm ý_nghĩa cựu tổng_bí_thư ý_kiến tỉnh nghệ_an đặc_thù công_lập thầy cháu ăn_học,2005 cựu tổng_bí_thư lê_khả_phiêu chứng_kiến việc_làm ý_nghĩa cựu tổng_bí_thư chỉ_đạo tỉnh nghệ_an công_lập thầy cháu ăn_học,1
nguyên_nhân xu_hướng nhất_thời doanh_nghiệp trung quốc đáp_ứng đơn hàng,xu_hướng dịch_chuyển nhất_thời doanh_nghiệp trung quốc đáp_ứng đơn hàng,1
iphone 1 sản_phẩm tuyệt_vời trải nghiệm thú_vị lứa i phone đơn_giản,"iphone 1 sản_phẩm trải nghiệm thú_vị , lứa i phone đơn_giản",1
"phây thông_tin thân sinh_sống , làm_việc","minh facebook , cập_nhật thông_tin bạn_bè , người_thân , hình_ảnh , trạng_thái hiển_thị , cũ 2 , 3",1
thông_tin,thông_tin ngạc_nhiên,1
đứa trẻ gậy bóng_chày nhựa công_viên,đứa trẻ cầm gậy bóng_chày nhựa sân,1
"ngược_lại , cổ_đông tổ_chức , khoản tiền thuế thu_nhập doanh_nghiệp","trái_lại , cổ_đông tổ_chức , thuế thu_nhập doanh_nghiệp khoản tiền",1
khảo_sát 1 3 thu_nhập giàu đầu_tư tiết_kiệm,"tài_khoản chi_tiêu đầu_tư , hưu thu_nhập quỹ , vốn gốc",0
đàn_ông áo cam tennis sân,đàn_ông cầm vợt tennis giao_bóng,1
"nhu_cầu đi du_học , khối liên_minh châu âu ưu_tiên hàng_đầu sống trường_học danh_tiếng , tiếng ngôn_ngữ bỏ_qua","thử tiếng việt dạy ngôn_ngữ học ngoại_ngữ , tiết_kiệm kết thân",0
khảo_sát nho_nhỏ 4 lớp_học 100 học_sinh trường tham_gia giảng_dạy hiện_tượng học_sinh lười phát_biểu,"ngày_nay trường phổ_thông hiện_tượng phổ_biến học_sinh học lên_lớp , lười phát_biểu ý_kiến xây_dựng",0
nam vận_động_viên tennis vợt đỡ bóng,đàn_ông khuỵu gối đỡ bóng tennis,1
"đường sữa nguyên_nhân hàm_răng_sữa trẻ sâu , hỏng",đường sữa nguyên_nhân vô_cùng hàm_răng_sữa trẻ hỏng,1
"ủng_hộ bầu putin đồng_ý điều_hành đất_nước , yekaterina , hưu","bầu putin , ủng_hộ , đồng_ý điều_hành đất_nước , yekaterina , hưu",1
"con_số tiếng ngôn_ngữ chính_thức 53 quốc_gia lãnh_thổ , ngôn_ngữ chính_thức khối e u ngôn_ngữ 3 tiếng trung_quốc tây_ban nha ( chênh_lệch dân_số quốc_gia )","thử tiếng việt dạy ngôn_ngữ học ngoại_ngữ , tiết_kiệm kết thân",0
bé luyện_tập bóng_chày vườn,bé áo xám cười giơ găng_tay vườn,1
cầu_thủ bắt bóng cầm bóng_chày,khán_giả theo_dõi trận thi_đấu bóng_chày nam,1
đàn_ông tennis sân,"cầu_thủ đánh_bóng , cầu_thủ ném bóng trọng_tài gôn",1
"bộ_trưởng thăng mạnh_dạn cam_kết , lỗ","bộ_trưởng thăng mạnh_dạn cam_kết , lỗ",1
", đống vi_khuẩn đi cơ_thể đường tủy đi thẳng bụng , bệnh sức đề_kháng cơ_thể yếu đi",", đống vi_khuẩn đi cơ_thể đường tủy chui thẳng bụng , dịp sức đề_kháng cơ_thể yếu đi , trăm bệnh",1
hòn núi mặt thực cháu đói_khổ nhân_đạo nỡ bỏ_qua,thực cháu đói_khổ nhân_đạo nỡ bỏ_qua,1
"ăn_cắp dữ_liệu , rò_rỉ thông_tin , tài_khoản khách_hàng ngân_hàng , tổn_thất công_ty , doanh_nghiệp","tệ_hại ăn_cắp dữ_liệu , rò_rỉ thông_tin , tài_khoản khách_hàng ngân_hàng , tổn_thất công_ty , doanh_nghiệp",1
